9991	9997	1405
9997	9991	1405
9979	9987	1854
9987	9979	1854
9963	9992	1445
9992	9963	1445
9943	9999	1880
9999	9943	1880
9941	9958	1898
9958	9941	1898
9934	9948	1317
9948	9934	1317
9929	9963	1649
9963	9929	1649
9929	9992	0389
9992	9929	0389
9912	9980	1251
9980	9912	1251
9898	9991	1674
9991	9898	1674
9898	9997	0474
9997	9898	0474
9895	9975	1662
9975	9895	1662
9888	9955	0657
9955	9888	0657
9886	9891	1873
9891	9886	1873
9883	9905	1615
9905	9883	1615
9879	9951	1657
9951	9879	1657
9879	9960	1503
9960	9879	1503
9854	9909	1650
9909	9854	1650
9846	9849	1235
9849	9846	1235
9840	9848	1745
9848	9840	1745
9834	9989	1293
9989	9834	1293
9833	9986	0305
9986	9833	0305
9829	9851	1919
9851	9829	1919
9826	9912	0217
9912	9826	0217
9826	9980	1412
9980	9826	1412
9824	9852	1539
9852	9824	1539
9820	9974	1083
9974	9820	1083
9813	9881	1417
9881	9813	1417
9811	9927	0696
9927	9811	0696
9805	9914	1142
9914	9805	1142
9805	9998	1509
9998	9805	1509
9802	9850	0559
9850	9802	0559
9791	9797	1327
9797	9791	1327
9789	9864	1197
9864	9789	1197
9787	9977	1730
9977	9787	1730
9784	9843	1486
9843	9784	1486
9781	9816	0915
9816	9781	0915
9776	9974	1958
9974	9776	1958
9774	9930	1163
9930	9774	1163
9770	9821	1508
9821	9770	1508
9769	9784	1763
9784	9769	1763
9764	9885	1449
9885	9764	1449
9763	9847	1431
9847	9763	1431
9760	9791	1800
9791	9760	1800
9758	9772	1310
9772	9758	1310
9756	9916	1780
9916	9756	1780
9753	9942	1926
9942	9753	1926
9751	9859	0761
9859	9751	0761
9743	9786	1126
9786	9743	1126
9742	9837	0882
9837	9742	0882
9738	9862	0358
9862	9738	0358
9726	9932	1984
9932	9726	1984
9724	9808	0697
9808	9724	0697
9723	9764	1645
9764	9723	1645
9722	9978	1041
9978	9722	1041
9718	9777	1966
9777	9718	1966
9714	9726	1752
9726	9714	1752
9712	9899	1575
9899	9712	1575
9706	9807	1703
9807	9706	1703
9705	9964	0785
9964	9705	0785
9700	9922	1960
9922	9700	1960
9699	9981	1087
9981	9699	1087
9698	9924	0863
9924	9698	0863
9695	9954	1426
9954	9695	1426
9691	9953	1503
9953	9691	1503
9687	9765	1132
9765	9687	1132
9675	9875	0809
9875	9675	0809
9670	9748	1540
9748	9670	1540
9670	9884	1382
9884	9670	1382
9669	9984	1894
9984	9669	1894
9667	9809	1678
9809	9667	1678
9660	9929	1681
9929	9660	1681
9660	9992	1399
9992	9660	1399
9659	9801	0656
9801	9659	0656
9657	9917	0860
9917	9657	0860
9654	9850	1967
9850	9654	1967
9651	9771	1652
9771	9651	1652
9649	9670	0355
9670	9649	0355
9649	9748	1882
9748	9649	1882
9649	9884	1212
9884	9649	1212
9648	9866	1250
9866	9648	1250
9643	9949	1492
9949	9643	1492
9636	9770	1936
9770	9636	1936
9630	9751	1243
9751	9630	1243
9630	9859	1989
9859	9630	1989
9628	9938	0567
9938	9628	0567
9627	9662	1509
9662	9627	1509
9626	9749	0755
9749	9626	0755
9625	9856	1846
9856	9625	1846
9623	9635	1286
9635	9623	1286
9621	9643	1185
9643	9621	1185
9621	9949	1416
9949	9621	1416
9618	9858	1698
9858	9618	1698
9618	9877	0632
9877	9618	0632
9617	9770	0796
9770	9617	0796
9617	9821	1036
9821	9617	1036
9616	9702	0411
9702	9616	0411
9615	9879	1854
9879	9615	1854
9612	9720	0735
9720	9612	0735
9609	9618	1978
9618	9609	1978
9609	9874	1693
9874	9609	1693
9606	9699	1597
9699	9606	1597
9606	9981	1160
9981	9606	1160
9604	9753	1616
9753	9604	1616
9604	9942	1129
9942	9604	1129
9603	9930	1329
9930	9603	1329
9601	9646	1086
9646	9601	1086
9600	9692	1536
9692	9600	1536
9597	9607	1551
9607	9597	1551
9597	9687	1847
9687	9597	1847
9593	9827	0986
9827	9593	0986
9593	9950	1875
9950	9593	1875
9592	9775	1522
9775	9592	1522
9591	9668	0569
9668	9591	0569
9588	9601	1762
9601	9588	1762
9588	9646	1567
9646	9588	1567
9587	9690	1584
9690	9587	1584
9581	9582	1807
9582	9581	1807
9579	9860	1753
9860	9579	1753
9578	9757	1473
9757	9578	1473
9573	9918	1925
9918	9573	1925
9572	9590	1199
9590	9572	1199
9571	9750	1154
9750	9571	1154
9571	9779	1377
9779	9571	1377
9568	9640	1843
9640	9568	1843
9567	9721	1634
9721	9567	1634
9567	9756	0975
9756	9567	0975
9567	9916	1195
9916	9567	1195
9564	9627	0196
9627	9564	0196
9564	9662	1530
9662	9564	1530
9562	9844	0147
9844	9562	0147
9560	9746	1441
9746	9560	1441
9556	9991	1044
9991	9556	1044
9556	9997	1730
9997	9556	1730
9548	9645	1606
9645	9548	1606
9547	9888	1332
9888	9547	1332
9547	9955	1415
9955	9547	1415
9546	9821	1868
9821	9546	1868
9545	9944	1098
9944	9545	1098
9544	9683	1460
9683	9544	1460
9542	9898	1720
9898	9542	1720
9542	9997	1693
9997	9542	1693
9541	9754	1643
9754	9541	1643
9540	9615	1828
9615	9540	1828
9540	9879	1634
9879	9540	1634
9540	9951	1289
9951	9540	1289
9539	9630	1728
9630	9539	1728
9538	9973	1309
9973	9538	1309
9533	9745	0399
9745	9533	0399
9529	9780	0564
9780	9529	0564
9528	9838	0927
9838	9528	0927
9523	9613	0408
9613	9523	0408
9520	9585	1479
9585	9520	1479
9519	9767	1135
9767	9519	1135
9516	9888	1484
9888	9516	1484
9516	9955	1204
9955	9516	1204
9514	9795	1303
9795	9514	1303
9513	9941	1994
9941	9513	1994
9513	9958	0299
9958	9513	0299
9504	9967	0973
9967	9504	0973
9503	9591	1473
9591	9503	1473
9503	9668	1377
9668	9503	1377
9496	9705	1619
9705	9496	1619
9496	9964	0934
9964	9496	0934
9494	9853	1147
9853	9494	1147
9493	9553	1180
9553	9493	1180
9492	9510	1793
9510	9492	1793
9491	9814	0742
9814	9491	0742
9490	9715	0262
9715	9490	0262
9488	9899	1908
9899	9488	1908
9485	9498	0886
9498	9485	0886
9484	9684	1559
9684	9484	1559
9483	9986	1998
9986	9483	1998
9482	9744	1567
9744	9482	1567
9480	9782	1891
9782	9480	1891
9478	9839	0374
9839	9478	0374
9477	9824	1834
9824	9477	1834
9474	9557	1700
9557	9474	1700
9473	9819	0632
9819	9473	0632
9467	9675	1890
9675	9467	1890
9466	9500	0966
9500	9466	0966
9465	9954	1919
9954	9465	1919
9463	9558	1809
9558	9463	1809
9463	9785	1791
9785	9463	1791
9460	9897	1640
9897	9460	1640
9458	9923	1999
9923	9458	1999
9457	9725	1762
9725	9457	1762
9456	9685	0217
9685	9456	0217
9454	9575	1229
9575	9454	1229
9453	9807	0830
9807	9453	0830
9452	9994	1440
9994	9452	1440
9450	9574	1551
9574	9450	1551
9445	9626	0660
9626	9445	0660
9445	9749	1334
9749	9445	1334
9443	9532	0415
9532	9443	0415
9441	9537	1832
9537	9441	1832
9439	9746	1460
9746	9439	1460
9438	9493	1740
9493	9438	1740
9438	9553	1546
9553	9438	1546
9437	9748	1854
9748	9437	1854
9437	9884	1712
9884	9437	1712
9433	9591	1945
9591	9433	1945
9433	9668	1903
9668	9433	1903
9430	9886	1582
9886	9430	1582
9430	9891	0961
9891	9430	0961
9429	9564	0972
9564	9429	0972
9429	9627	1129
9627	9429	1129
9429	9755	1114
9755	9429	1114
9428	9468	0781
9468	9428	0781
9428	9470	1786
9470	9428	1786
9426	9809	1565
9809	9426	1565
9425	9457	1777
9457	9425	1777
9424	9810	1125
9810	9424	1125
9423	9513	1344
9513	9423	1344
9423	9941	1533
9941	9423	1533
9423	9958	1062
9958	9423	1062
9422	9782	1106
9782	9422	1106
9418	9689	0136
9689	9418	0136
9417	9740	1140
9740	9417	1140
9414	9987	1306
9987	9414	1306
9413	9712	1664
9712	9413	1664
9413	9731	1927
9731	9413	1927
9410	9718	0974
9718	9410	0974
9410	9923	1684
9923	9410	1684
9409	9419	1465
9419	9409	1465
9408	9982	1864
9982	9408	1864
9406	9790	0820
9790	9406	0820
9403	9550	1868
9550	9403	1868
9401	9794	1981
9794	9401	1981
9400	9512	0594
9512	9400	0594
9400	9854	1483
9854	9400	1483
9399	9778	1195
9778	9399	1195
9396	9568	1356
9568	9396	1356
9396	9638	0655
9638	9396	0655
9394	9663	1258
9663	9394	1258
9389	9471	1006
9471	9389	1006
9388	9785	1419
9785	9388	1419
9387	9421	1131
9421	9387	1131
9387	9441	1819
9441	9387	1819
9387	9537	1879
9537	9387	1879
9386	9496	1606
9496	9386	1606
9386	9705	0161
9705	9386	0161
9386	9964	0721
9964	9386	0721
9385	9569	1037
9569	9385	1037
9380	9558	1909
9558	9380	1909
9378	9945	1666
9945	9378	1666
9376	9464	1398
9464	9376	1398
9373	9559	1304
9559	9373	1304
9370	9497	1676
9497	9370	1676
9367	9612	1611
9612	9367	1611
9366	9654	1461
9654	9366	1461
9366	9802	1276
9802	9366	1276
9366	9850	1493
9850	9366	1493
9365	9599	0641
9599	9365	0641
9364	9665	0714
9665	9364	0714
9362	9790	1795
9790	9362	1795
9361	9519	1619
9519	9361	1619
9360	9586	1453
9586	9360	1453
9359	9639	1518
9639	9359	1518
9352	9976	1213
9976	9352	1213
9350	9836	0826
9836	9350	0826
9348	9666	1559
9666	9348	1559
9348	9799	1227
9799	9348	1227
9347	9758	1147
9758	9347	1147
9347	9772	1323
9772	9347	1323
9346	9404	0680
9404	9346	0680
9345	9507	1577
9507	9345	1577
9345	9568	1093
9568	9345	1093
9345	9640	1741
9640	9345	1741
9344	9465	0973
9465	9344	0973
9344	9954	1510
9954	9344	1510
9342	9669	0653
9669	9342	0653
9342	9984	1802
9984	9342	1802
9340	9687	1829
9687	9340	1829
9340	9765	0795
9765	9340	0795
